LocationDesc,AgeGroup,Arthritis among older adults,"Disability status, including sensory or mobility limitations",Fair or poor health among older adults with arthritis,Fall with injury within last year,Oral health:  tooth retention,Physically unhealthy days (mean number of days),Prevalence of sufficient sleep,Recent activity limitations in past month,Self-rated health (fair to poor health),Self-rated health (good to excellent health),Severe joint pain among older adults with arthritis,Taking medication for high blood pressure
Nebraska,0.0,33.465384615384615,32.015151515151516,30.099999999999998,10.507692307692308,81.29499999999999,5.075,66.235,5.651724137931034,25.646153846153847,74.155,23.941666666666666,83.44999999999999
Nebraska,1.0,48.168,43.672413793103445,26.1125,9.158333333333333,71.1125,4.687096774193549,76.75,5.341666666666666,25.81714285714286,74.18285714285715,17.099999999999998,93.70833333333333
Nebraska,2.0,40.214285714285715,38.145714285714284,37.28846153846154,11.442857142857141,75.20952380952382,5.059523809523809,70.74285714285713,6.351282051282051,27.009756097560977,73.35238095238095,29.505000000000003,88.76
Nevada,0.0,28.104761904761908,36.696296296296296,36.64375,10.30909090909091,79.7625,5.661290322580645,61.6875,6.844444444444445,26.83125,73.16875,35.141666666666666,74.64615384615385
Nevada,1.0,45.78888888888889,48.12916666666666,30.38125,10.6,65.37857142857142,5.982142857142857,70.96428571428571,6.320833333333333,27.807142857142857,72.19285714285715,24.858333333333334,92.925
Nevada,2.0,35.524,42.725,34.300000000000004,10.114285714285714,71.33157894736841,5.702777777777778,63.23684210526316,6.593548387096774,27.467567567567567,72.58947368421053,29.44615384615384,84.65
New Hampshire,0.0,33.74375,23.595,26.16875,10.241666666666667,83.99166666666666,4.479166666666667,67.60000000000001,6.1499999999999995,15.454166666666666,84.54583333333333,26.875,80.15833333333333
New Hampshire,1.0,49.7125,35.894999999999996,22.46875,9.391666666666667,69.0,4.116666666666666,75.60000000000001,5.054166666666666,16.366666666666667,83.63333333333334,17.441666666666666,92.14999999999999
New Hampshire,2.0,40.74375,29.01,24.15,9.883333333333333,77.47500000000001,4.320833333333334,71.075,5.716666666666666,15.833333333333334,84.16666666666667,22.0,86.65833333333335
New Jersey,0.0,29.573684210526313,29.252,34.233333333333334,8.653333333333334,83.06,4.635483870967741,60.015,6.1000000000000005,22.903333333333332,78.39411764705882,36.516666666666666,82.33333333333333
New Jersey,1.0,45.795,42.9,36.2,10.293333333333333,64.60588235294118,5.096551724137932,66.92941176470588,6.303703703703703,27.02,73.6258064516129,28.34166666666667,92.40833333333335
New Jersey,2.0,35.1,34.144444444444446,35.09444444444445,8.9625,76.33,4.736363636363636,62.89,6.041935483870968,23.811764705882354,76.18823529411765,32.475,87.47857142857143
New Mexico,0.0,33.5,34.45666666666667,39.12380952380953,12.588888888888889,81.3111111111111,5.788888888888889,66.38888888888889,7.213888888888889,27.28611111111111,72.71388888888889,40.27058823529412,78.87222222222222
New Mexico,1.0,45.47083333333333,46.666666666666664,35.72857142857143,13.333333333333334,63.25,6.002857142857143,72.27222222222223,7.2371428571428575,30.145714285714284,69.80833333333334,27.96,90.77777777777777
New Mexico,2.0,38.9625,40.163333333333334,38.7125,13.472222222222221,73.30555555555556,5.902777777777778,69.36111111111111,7.283333333333333,28.724999999999998,71.275,34.111111111111114,85.12222222222222
New York,0.0,31.565384615384616,30.616216216216216,34.24583333333333,9.077777777777778,79.99130434782609,4.915,60.54347826086956,6.14054054054054,23.951162790697676,76.14318181818182,37.51111111111111,82.03888888888889
New York,1.0,46.05714285714286,45.51081081081081,37.829166666666666,10.566666666666666,61.55652173913043,5.505128205128205,63.36086956521739,5.786111111111111,29.595121951219515,70.61363636363636,35.150000000000006,92.71666666666667
New York,2.0,36.82666666666667,37.833333333333336,35.876,9.75,72.23913043478261,5.254347826086956,61.917391304347824,6.135714285714285,26.480434782608693,73.5195652173913,36.205555555555556,87.97142857142858
North Carolina,0.0,34.828,34.656666666666666,39.355000000000004,9.973333333333333,74.73157894736842,5.412121212121212,64.40555555555555,7.239999999999999,28.505405405405405,71.4945945945946,43.3,84.67333333333333
North Carolina,1.0,51.94,44.96,34.75,9.113333333333333,55.126666666666665,5.3566666666666665,73.74666666666667,6.733333333333333,27.216666666666665,72.78333333333333,31.553333333333335,93.69333333333334
North Carolina,2.0,42.153571428571425,41.16571428571429,36.864999999999995,9.633333333333333,65.06190476190476,5.5024390243902435,66.54285714285714,7.04,30.902380952380955,69.09761904761905,37.18,88.7875
North Dakota,0.0,36.745,29.128,27.052941176470586,8.791666666666666,80.06,5.086206896551724,68.45333333333333,5.4639999999999995,22.433333333333334,77.56666666666666,23.376923076923074,85.06923076923077
North Dakota,1.0,49.55294117647059,42.1,28.912499999999998,8.758333333333333,66.075,4.3919999999999995,78.41666666666667,4.795833333333333,23.691999999999997,76.308,15.475,93.28333333333335
North Dakota,2.0,43.2,35.94,32.31578947368421,10.835714285714285,72.43333333333334,5.126666666666667,71.8,6.0600000000000005,24.863333333333333,75.13666666666667,22.349999999999998,89.2
Northeast,0.0,32.140625,31.5625,36.88125,10.76842105263158,78.91250000000001,5.158333333333333,60.30416666666667,6.327659574468084,23.541304347826088,76.41875,39.78260869565217,83.81666666666668
Northeast,1.0,49.559374999999996,45.945,36.670967741935485,10.468421052631578,62.15416666666667,5.727659574468085,66.05416666666666,6.0829787234042545,29.142553191489363,70.76458333333333,32.80869565217392,93.24583333333334
Northeast,2.0,39.203125,37.505,36.60625,10.45,71.91250000000001,5.372916666666666,62.65833333333333,6.327083333333333,25.758333333333336,74.24166666666666,36.333333333333336,88.48333333333333
Ohio,0.0,38.60454545454545,33.45384615384615,36.985,10.421428571428573,75.9375,5.27,58.30625,7.13,23.45,76.55,38.88,85.51333333333334
Ohio,1.0,52.7,42.668,34.010000000000005,9.276923076923076,59.413333333333334,5.206666666666666,70.6,5.8933333333333335,26.44,73.24516129032257,26.71333333333333,94.15333333333334
Ohio,2.0,46.31111111111112,40.54117647058824,35.480000000000004,9.833333333333334,68.00500000000001,5.864864864864865,61.400000000000006,6.771875,28.27894736842105,73.88974358974359,32.68,89.88666666666667
Oklahoma,0.0,38.35,43.940000000000005,46.445,13.30625,72.21904761904761,6.654999999999999,62.24285714285714,8.31388888888889,29.419047619047618,70.58095238095238,42.26875,84.13888888888889
Oklahoma,1.0,52.29583333333333,53.82333333333334,40.53181818181818,11.353846153846153,55.36666666666667,5.991666666666666,72.61111111111111,7.260714285714286,31.008333333333333,68.99166666666666,31.741176470588236,93.9388888888889
Oklahoma,2.0,43.260714285714286,48.40285714285714,43.69166666666666,12.2625,65.91428571428571,6.395238095238096,66.36666666666667,7.794594594594594,30.404761904761905,69.5952380952381,38.47777777777778,88.41904761904762
Oregon,0.0,35.45,30.150000000000002,35.48125,11.758333333333333,81.95333333333333,5.21111111111111,69.03333333333333,6.664,22.560714285714287,77.43928571428572,29.25,76.2
Oregon,1.0,48.65,41.785000000000004,28.0875,10.333333333333334,71.10000000000001,5.070833333333334,76.36666666666666,6.1499999999999995,21.329166666666666,78.67083333333333,17.224999999999998,89.5
Oregon,2.0,40.61,36.24,31.48125,11.023076923076925,77.08666666666666,5.296666666666667,71.55333333333333,6.348148148148148,24.566666666666666,75.43333333333334,22.825,83.15384615384616
Pennsylvania,0.0,39.79047619047619,31.20740740740741,34.46,11.564285714285715,80.075,5.248387096774193,60.84375,6.3566666666666665,22.946875,77.053125,37.40714285714286,85.93333333333334
Pennsylvania,1.0,54.29,40.391999999999996,31.125,10.023076923076925,59.65333333333333,5.263333333333334,70.89333333333335,5.582142857142857,26.336666666666666,73.66333333333334,24.073333333333334,93.64
Pennsylvania,2.0,46.72608695652174,36.54333333333333,32.67,10.693333333333333,72.21666666666667,5.397142857142858,65.47777777777777,6.086666666666667,25.125714285714285,74.8742857142857,30.946666666666665,90.09333333333333
Puerto Rico,0.0,32.4375,54.31,66.9,10.466666666666667,80.95833333333333,6.754166666666666,57.64166666666667,7.704166666666667,47.57083333333333,52.42916666666667,62.81666666666666,85.425
Puerto Rico,1.0,45.0375,62.33,70.08125,11.327272727272726,54.56666666666666,6.329166666666667,60.63333333333333,7.369565217391305,55.020833333333336,44.979166666666664,47.15,95.40833333333335
Puerto Rico,2.0,38.4125,58.175,68.76875,10.841666666666667,68.34166666666667,6.5625,59.074999999999996,7.616666666666666,51.112500000000004,48.887499999999996,54.4,90.45833333333333
Rhode Island,0.0,34.334782608695654,31.917857142857144,29.73125,10.784615384615384,83.24375,5.278125,61.34117647058823,6.707142857142857,24.420588235294115,75.7342857142857,31.683333333333334,84.14999999999999
Rhode Island,1.0,50.18421052631579,40.75909090909091,26.1125,9.575000000000001,68.5,5.066666666666667,70.89999999999999,5.858333333333333,26.092857142857145,73.90714285714286,23.75,94.85000000000001
Rhode Island,2.0,40.574999999999996,37.25,33.775,10.426666666666668,75.49444444444445,5.391666666666667,63.772222222222226,6.46060606060606,26.283333333333335,73.71666666666667,33.3,89.56666666666666
South,0.0,34.446875,35.6425,42.609375,10.656521739130435,76.3,5.522916666666667,61.3375,7.2437499999999995,27.09375,72.90625,42.387499999999996,84.17916666666666
South,1.0,49.659375,45.7875,38.215625,10.378260869565217,60.51666666666667,5.665957446808511,71.58333333333333,6.625,29.897916666666664,70.10208333333334,34.05416666666667,93.97083333333335
South,2.0,40.6375,39.875,40.906451612903226,10.521739130434783,69.875,5.566666666666666,65.625,7.002083333333334,28.170833333333334,71.82916666666667,38.15416666666667,88.79583333333333
South Carolina,0.0,40.595238095238095,37.03076923076923,42.29,11.386666666666667,71.96000000000001,6.035483870967742,62.22666666666667,7.6466666666666665,26.677419354838708,73.3225806451613,44.0,84.84666666666666
South Carolina,1.0,54.1,45.26,35.35,9.953333333333335,57.67333333333333,5.59,73.72,6.506666666666666,27.15,72.85,31.279999999999998,92.38000000000001
South Carolina,2.0,45.560869565217395,41.90967741935484,38.565,10.786666666666667,65.26315789473684,5.859999999999999,66.66315789473684,7.145161290322581,28.119444444444444,71.88055555555555,37.31333333333334,88.76666666666667
South Dakota,0.0,34.585,30.024,32.95789473684211,9.5,80.74,4.776666666666667,69.32666666666667,5.6899999999999995,20.576666666666664,79.42333333333333,29.71333333333333,84.05333333333333
South Dakota,1.0,47.205,45.696000000000005,31.68421052631579,9.091666666666667,61.26,4.96,78.53999999999999,5.207999999999999,25.263333333333332,74.73666666666666,20.284615384615385,92.80666666666666
South Dakota,2.0,40.58,37.264,32.525,9.361538461538462,71.9125,4.8966666666666665,73.5875,5.613333333333333,22.686666666666667,77.58387096774193,25.986666666666668,88.72
Tennessee,0.0,41.739999999999995,40.088,45.635000000000005,13.521428571428572,73.09333333333333,6.52,61.333333333333336,7.944827586206896,29.226666666666667,70.77333333333333,45.28,85.97333333333333
Tennessee,1.0,55.7,48.152,39.37,10.330769230769231,56.38666666666666,5.866666666666666,75.32,6.55,31.65666666666667,68.34333333333333,31.033333333333335,93.8
Tennessee,2.0,48.53333333333334,43.708,42.425,11.879999999999999,65.86666666666666,6.28,67.32666666666667,7.3100000000000005,30.580645161290324,69.41935483870968,38.31333333333334,89.82
Texas,0.0,30.679166666666664,32.87333333333333,42.583333333333336,10.76875,81.08333333333333,4.975,64.22777777777777,6.430555555555555,26.74722222222222,74.14615384615384,41.644444444444446,82.1888888888889
Texas,1.0,49.68333333333334,46.39354838709678,38.479166666666664,12.1,66.08888888888889,5.511111111111111,73.33333333333333,6.521875,30.547222222222224,69.56052631578947,34.955555555555556,93.52777777777777
Texas,2.0,38.628571428571426,39.9,40.458333333333336,11.027777777777779,76.85652173913044,5.243589743589744,67.20434782608696,6.383333333333334,29.1974358974359,72.74468085106383,38.11666666666667,87.75263157894737
"United States, DC & Territories",0.0,33.184375,33.3675,39.56875,10.495833333333334,78.75416666666666,5.377083333333334,61.45416666666667,6.866666666666667,25.629166666666666,74.37083333333334,39.19583333333333,82.56666666666666
"United States, DC & Territories",1.0,49.08125,45.402499999999996,36.903125,10.395833333333334,62.90833333333333,5.527083333333334,69.29583333333333,6.385416666666667,29.3,70.7,31.375,92.76666666666667
"United States, DC & Territories",2.0,39.703125,38.3925,38.225,10.445833333333333,72.27083333333333,5.4312499999999995,64.75,6.679166666666667,27.089583333333334,72.91041666666666,35.291666666666664,87.49166666666667
Utah,0.0,32.595,28.212000000000003,31.694736842105264,10.221428571428572,85.66000000000001,4.36,66.92,5.348275862068966,19.740000000000002,80.26,27.146666666666665,73.88000000000001
Utah,1.0,49.345,42.048,25.6,10.700000000000001,73.48,4.946428571428571,74.26666666666667,5.591666666666666,22.446666666666665,77.55333333333333,18.775,88.75833333333333
Utah,2.0,40.76086956521739,36.693103448275856,30.23,10.478571428571428,80.36111111111111,4.68125,69.74444444444445,5.39,22.772727272727273,77.9,24.040000000000003,80.96666666666667
Vermont,0.0,35.393750000000004,24.64,28.5125,11.791666666666666,82.41666666666667,4.604166666666667,68.575,5.920833333333333,15.704166666666666,84.29583333333333,26.708333333333332,79.875
Vermont,1.0,49.325,37.105000000000004,25.725,10.333333333333334,65.14999999999999,4.666666666666667,76.55,5.808333333333334,18.7,81.3,19.591666666666665,90.85000000000001
Vermont,2.0,41.81875,32.061904761904756,27.0,11.1,70.0,5.056,69.48461538461538,5.870833333333334,20.096153846153847,79.90384615384616,22.96666666666667,85.94166666666666
Virgin Islands,0.0,41.27421652421652,29.82,34.95019354838709,9.8,79.64999999999999,3.96,60.25,4.225,20.240000000000002,82.26666666666667,31.380833333333335,87.92571428571429
Virgin Islands,1.0,41.27421652421652,31.075,34.95019354838709,6.166666666666667,52.760000000000005,4.9,64.58,2.8666666666666667,30.875,72.02000000000001,31.380833333333335,87.92571428571429
Virgin Islands,2.0,41.27421652421652,28.150000000000002,34.95019354838709,7.7,69.83333333333333,4.1499999999999995,62.03333333333333,3.7399999999999998,25.119999999999997,77.43333333333334,31.380833333333335,87.92571428571429
Virginia,0.0,35.1,27.823333333333334,33.58,9.246666666666666,81.93333333333334,4.388235294117647,62.29473684210526,6.056666666666667,21.00277777777778,79.46216216216216,33.57333333333334,84.39333333333335
Virginia,1.0,51.25714285714286,40.38076923076923,32.17,8.753333333333334,64.08125,4.993548387096775,71.21875,6.113333333333333,25.378125,74.621875,27.346666666666668,93.98
Virginia,2.0,41.4076923076923,34.3875,32.72,9.033333333333333,74.9047619047619,4.72972972972973,66.30952380952381,6.0588235294117645,23.48378378378378,77.5142857142857,30.293333333333333,89.18235294117646
Washington,0.0,33.08064516129032,29.205714285714283,33.421052631578945,12.23125,83.58695652173913,5.0200000000000005,64.21818181818182,6.071875,23.68536585365854,77.55434782608695,29.342857142857145,75.68125
Washington,1.0,47.7,37.42333333333333,26.04375,11.084615384615384,73.33157894736841,5.078125,72.67894736842106,5.933333333333334,23.406060606060606,77.56842105263158,18.091666666666665,88.81333333333333
Washington,2.0,39.509375,33.947500000000005,33.7,12.172222222222222,78.40416666666667,5.236170212765957,65.62916666666666,6.578571428571429,24.10851063829787,76.22916666666667,28.505882352941175,83.4608695652174
West,0.0,30.078125,30.317500000000003,36.670967741935485,10.366666666666667,82.53333333333333,5.136170212765958,62.449999999999996,6.7250000000000005,24.33404255319149,76.08541666666666,35.829166666666666,78.54583333333333
West,1.0,46.853125,43.1725,33.303125,10.830434782608695,68.5625,5.287234042553192,69.21249999999999,6.210416666666667,27.24042553191489,73.0125,29.595454545454547,89.58333333333333
West,2.0,37.003125,35.71,35.04838709677419,10.8,76.87916666666666,5.2893617021276595,65.27916666666667,6.5375000000000005,25.15625,74.84375,32.112500000000004,84.0125
West Virginia,0.0,53.83529411764706,48.80952380952381,47.5875,13.083333333333334,63.215384615384615,7.923076923076923,54.62307692307692,9.358333333333333,35.44615384615385,64.55384615384615,44.166666666666664,86.51666666666667
West Virginia,1.0,61.29375,55.915,39.64375,11.208333333333334,46.23333333333333,6.858333333333333,69.55833333333334,7.970833333333334,33.55833333333333,66.44166666666666,30.933333333333334,93.49166666666667
West Virginia,2.0,57.15,51.62083333333334,44.15294117647059,12.191666666666668,54.86666666666667,7.279310344827586,60.20666666666667,8.761538461538462,34.39333333333333,65.60666666666667,38.4,90.39999999999999
Wisconsin,0.0,37.39,28.116,28.08125,11.108333333333334,80.275,5.228571428571429,66.68125,6.096,20.67,79.55483870967741,26.958333333333332,82.64615384615385
Wisconsin,1.0,52.660000000000004,38.641666666666666,27.58823529411765,8.408333333333333,67.65,5.062962962962962,73.02666666666667,5.2875000000000005,23.314285714285713,76.67333333333333,23.33076923076923,92.03999999999999
Wisconsin,2.0,44.40833333333333,34.34827586206897,30.3,9.866666666666667,72.5,5.276666666666667,68.02105263157895,6.577419354838709,23.459375,75.8162162162162,29.026666666666664,89.04375
Wyoming,0.0,34.8421052631579,29.68,30.9375,9.266666666666667,79.49333333333334,4.871428571428572,67.14,6.195833333333333,20.520689655172415,79.4793103448276,26.675,79.89166666666667
Wyoming,1.0,46.72941176470588,43.37619047619047,28.68125,10.291666666666666,67.83846153846153,4.808333333333334,76.3076923076923,6.2250000000000005,21.752,78.248,19.724999999999998,89.73333333333333
Wyoming,2.0,39.38,36.14,29.650000000000002,9.75,73.99333333333334,4.953333333333333,70.94666666666667,6.266666666666667,21.94,78.06,23.041666666666668,84.92307692307692
